order,ax,ay,az,gx,gy,gz
0,0.262695,-0.428223,1.210449,23.071289,-21.057129,-6.286621
1,0.194824,-0.437500,1.153809,-6.713867,-53.649902,-22.338867
2,0.316406,-0.469238,0.958984,-12.451172,-48.339844,-29.174805
3,0.338379,-0.443359,0.888184,-2.075195,-40.893555,-25.695801
4,0.341797,-0.345215,1.001465,7.080078,-32.470703,-20.874023
5,0.334961,-0.328613,0.998047,0.854492,-35.827637,-19.348145
6,0.353516,-0.303223,0.958496,-3.845215,-41.259766,-17.700195
7,0.367188,-0.325684,0.926270,-3.356934,-52.734375,-12.329102
8,0.366699,-0.329590,0.911621,-5.004883,-57.861328,-9.887695
9,0.357910,-0.329102,0.870605,-5.065918,-62.011719,-6.774902
10,0.343750,-0.347656,0.764648,8.422852,-63.476562,-5.493164
11,0.370117,-0.317383,0.756836,16.418457,-57.373047,-9.338379
12,0.403320,-0.282227,0.774414,22.216797,-47.546387,-13.061523
13,0.427734,-0.258301,0.806641,24.353027,-36.193848,-16.357422
14,0.459961,-0.203125,0.731934,26.855469,-13.671875,-19.470215
15,0.468262,-0.202637,0.713379,37.780762,-7.385254,-20.080566
16,0.461426,-0.197266,0.732910,49.804688,-7.202148,-20.568848
17,0.305664,-0.153809,0.941895,54.504395,-12.512207,-31.555176
18,0.201172,-0.195312,1.129883,31.799316,-17.211914,-58.410645
19,0.099121,-0.240723,1.068848,9.643555,-15.808105,-109.985352
20,0.228027,-0.031250,1.050781,-38.696289,-4.760742,-221.191406
21,0.403809,0.081055,1.004395,-57.678223,-14.282227,-228.576660
22,0.467285,0.163574,1.008301,-75.561523,-27.770996,-209.899902
23,0.613770,0.193848,0.911621,-59.631348,-36.437988,-172.546387
24,0.678711,-0.005371,0.938965,-61.279297,-26.611328,-138.305664
25,0.534180,-0.060059,0.980957,-90.759277,-14.648438,-143.554688
26,0.372070,-0.070801,1.008789,-135.314941,-3.051758,-145.874023
27,0.280273,-0.026855,0.800293,-216.552734,-0.549316,-124.755859
28,0.317383,-0.008301,0.642578,-234.313965,3.173828,-121.826172
29,0.407227,0.041016,0.556152,-224.670410,16.174316,-131.103516
30,0.527832,0.096191,0.603027,-201.293945,35.400391,-141.845703
31,0.395996,-0.129395,0.628418,-174.987793,94.604492,-154.846191
32,0.905762,-0.461914,0.131836,-58.227539,98.632812,-141.479492
33,1.254395,-0.124023,0.554688,30.456543,90.087891,-100.463867
34,0.890625,0.060059,1.119629,-74.340820,105.895996,-8.605957
35,0.654785,-0.031250,0.739258,-119.628906,142.456055,7.202148
36,0.506836,-0.027832,0.665527,-130.004883,200.134277,9.033203
37,0.131836,0.227051,1.129883,-198.486328,249.694824,-7.995605
38,0.039062,-0.564453,0.711426,-329.711914,295.288086,-48.095703
39,0.043945,-1.361816,0.837891,-268.981934,288.208008,-76.660156
40,0.361816,-0.558594,1.500977,-214.355469,250.793457,-78.857422
41,0.294434,-0.299316,1.834473,-373.657227,149.597168,-56.030273
42,0.270996,-0.381836,1.451660,-459.289551,105.651855,-52.734375
43,0.457520,-0.264160,1.099609,-520.629883,88.623047,-50.292969
44,1.330078,-0.503418,-2.437988,-408.264160,90.087891,-12.023926
45,0.097168,-0.454102,0.615234,-171.813965,149.780273,73.974609
46,0.059570,-0.687988,0.320312,-205.322266,170.898438,56.457520
47,0.047363,-0.687988,0.772949,-189.636230,156.250000,62.438965
48,-0.069824,-0.867188,0.815918,-190.979004,72.387695,43.212891
49,0.004883,-1.006348,0.570312,-184.204102,39.794922,29.907227
50,0.094727,-1.058594,0.455078,-161.621094,22.827148,10.803223
51,-0.183105,-1.188965,0.483398,-123.046875,3.295898,-15.930176
52,0.005859,-1.160645,0.505371,-118.530273,6.835938,-43.029785
53,0.361816,-0.708496,-0.089355,-89.111328,5.249023,-44.860840
54,0.178223,-0.870605,0.102051,-23.132324,49.560547,-10.559082
55,-0.019531,-1.083496,0.509766,-38.574219,63.049316,-20.629883
56,-0.065430,-1.117676,0.564941,-61.950684,56.457520,-36.926270
57,-0.090820,-1.047363,0.341797,-92.285156,66.162109,-37.658691
58,0.237793,-0.798340,0.264160,-147.705078,105.651855,-44.555664
59,0.343262,-0.813477,0.381836,-164.611816,115.661621,-33.203125
60,0.259766,-0.780762,0.400879,-190.185547,121.398926,-15.869141
61,-0.012207,-0.963379,-0.128418,-127.563477,114.379883,-1.708984
62,-0.124512,-1.069336,0.155762,-56.884766,77.331543,-25.451660
63,-0.005371,-0.982910,0.164062,-21.606445,48.767090,-43.579102
64,0.150391,-0.909180,0.165039,-17.700195,41.137695,-46.264648
