order,ax,ay,az,gx,gy,gz
0,0.097656,-0.471680,0.895020,-0.305176,-6.408691,3.051758
1,0.093750,-0.468750,0.921875,-0.427246,-6.713867,3.845215
2,0.090332,-0.472656,0.925781,-6.958008,-8.483887,6.530762
3,0.077637,-0.488770,0.910156,-5.004883,-11.108398,6.713867
4,0.074707,-0.478516,0.916504,-0.732422,-14.465332,5.554199
5,0.090332,-0.437988,0.947754,0.488281,-17.517090,5.187988
6,0.141602,-0.419922,0.931641,-7.446289,-21.423340,7.568359
7,0.165039,-0.472168,0.831055,-7.690430,-20.202637,7.873535
8,0.141113,-0.500977,0.853027,6.103516,-9.033203,3.784180
9,0.130859,-0.486816,0.881836,12.878418,-7.202148,1.770020
10,0.128418,-0.461914,0.924805,11.352539,-8.666992,1.159668
11,0.136230,-0.457520,0.890137,-3.662109,-11.718750,2.868652
12,0.133789,-0.460449,0.885254,-7.812500,-11.169434,3.295898
13,0.126953,-0.462891,0.888672,-10.314941,-10.437012,3.051758
14,0.122559,-0.463867,0.901367,-10.253906,-10.314941,2.929688
15,0.139160,-0.484863,0.887207,-7.995605,-8.666992,2.563477
16,0.144531,-0.492676,0.873047,-6.835938,-6.713867,1.708984
17,0.148438,-0.478516,0.857910,-5.432129,-4.516602,1.098633
18,0.129883,-0.441895,0.863281,-6.042480,-2.441406,0.915527
19,0.126465,-0.438965,0.871582,-8.178711,-3.967285,0.915527
20,0.126465,-0.453613,0.854492,-8.850098,-5.432129,1.220703
21,0.104980,-0.476562,0.869629,-7.873535,-6.164551,0.915527
22,0.121094,-0.505859,0.879883,-5.004883,-11.230469,-0.549316
23,0.149902,-0.510742,0.870117,0.366211,-11.413574,-0.915527
24,0.161133,-0.486328,0.861328,3.906250,-10.009766,-2.197266
25,0.168457,-0.456543,0.846191,5.554199,-2.075195,-2.441406
26,0.151855,-0.462402,0.857910,5.554199,0.061035,-2.624512
27,0.151855,-0.461914,0.870117,3.906250,0.671387,-2.014160
28,0.138672,-0.455078,0.901367,-0.671387,-1.098633,-0.793457
29,0.149414,-0.474609,0.859863,-6.835938,-4.882812,2.380371
30,0.146973,-0.478516,0.861328,-6.896973,-4.943848,2.685547
31,0.156250,-0.472168,0.856445,-6.713867,-5.004883,2.685547
32,0.163574,-0.496582,0.830078,-3.051758,-1.159668,1.647949
33,0.154785,-0.487305,0.844238,0.610352,0.915527,0.610352
34,0.137207,-0.478516,0.872070,1.953125,1.342773,-0.061035
35,0.150879,-0.481445,0.880371,-1.281738,-1.403809,0.305176
36,0.168945,-0.499512,0.889160,-0.732422,-2.319336,0.122070
37,0.172852,-0.487305,0.898438,-0.488281,-2.807617,-1.403809
38,0.187500,-0.464844,0.876465,-2.746582,-4.028320,-2.807617
39,0.179199,-0.480957,0.860352,-4.089355,-2.502441,-3.173828
