order,ax,ay,az,gx,gy,gz
0,0.038086,-0.714355,0.785645,38.391113,25.634766,-2.807617
1,0.041016,-0.696777,0.803711,33.874512,21.850586,-2.807617
2,0.026367,-0.660645,0.816895,12.512207,10.070801,0.549316
3,0.016113,-0.689941,0.823242,6.591797,6.164551,4.638672
4,0.003906,-0.698730,0.831055,12.390137,-1.403809,4.455566
5,0.001953,-0.701660,0.848145,16.296387,-5.920410,3.356934
6,0.002930,-0.696289,0.860352,17.150879,-10.192871,1.831055
7,0.000000,-0.694824,0.855957,16.357422,-14.709473,0.915527
8,0.027344,-0.678711,0.788086,7.873535,-17.028809,-0.854492
9,0.032715,-0.672852,0.768066,2.075195,-14.404297,-0.061035
10,0.032227,-0.679688,0.751465,-1.953125,-12.084961,0.244141
11,0.056641,-0.670898,0.741699,-8.361816,0.305176,0.122070
12,0.028320,-0.687012,0.763672,-11.047363,6.286621,0.305176
13,0.024414,-0.681152,0.760742,-14.099121,9.460449,0.000000
14,0.019043,-0.671875,0.739746,-15.625000,10.742188,0.183105
15,0.009277,-0.677246,0.726074,-10.986328,6.896973,-0.061035
16,0.019043,-0.671387,0.724121,-7.019043,3.845215,0.305176
17,0.010254,-0.678711,0.718750,0.671387,-4.333496,1.586914
18,0.028809,-0.693359,0.709961,4.638672,-6.469727,0.976562
19,0.065430,-0.700195,0.727051,4.699707,-3.234863,0.183105
20,0.061035,-0.709473,0.732422,-0.183105,4.699707,-1.220703
21,0.007812,-0.716309,0.769531,-10.314941,18.981934,-2.014160
22,-0.004883,-0.694824,0.754883,-12.390137,18.493652,-1.586914
23,-0.012207,-0.681641,0.748535,-13.000488,14.953613,-0.854492
24,-0.011719,-0.671387,0.738281,-11.535645,9.765625,0.732422
25,-0.027344,-0.710449,0.729004,-2.685547,-1.586914,2.136230
26,-0.013184,-0.703125,0.724609,0.976562,-5.065918,1.037598
27,-0.013672,-0.708496,0.720703,4.455566,-7.812500,0.244141
28,0.012695,-0.690918,0.717285,5.493164,-9.094238,-1.281738
29,0.019043,-0.685059,0.708984,4.882812,-7.324219,-1.098633
30,0.020020,-0.680176,0.714844,1.403809,-3.356934,-0.610352
31,0.023438,-0.695801,0.686523,-4.150391,3.234863,0.732422
32,0.028809,-0.687500,0.708008,-3.173828,5.371094,1.586914
33,0.024414,-0.692383,0.739746,-5.065918,5.981445,1.892090
34,0.020508,-0.707031,0.751465,-7.507324,6.103516,1.525879
35,0.019043,-0.726074,0.771484,-6.286621,4.882812,-0.244141
36,0.009277,-0.722656,0.756836,-3.601074,2.807617,-1.586914
37,0.007812,-0.699219,0.745605,-1.770020,0.610352,-2.380371
38,0.004883,-0.687012,0.727539,-0.183105,-2.441406,-2.197266
39,0.012207,-0.695312,0.688965,1.342773,-1.525879,-0.793457
40,0.025879,-0.696777,0.696289,1.525879,1.159668,-0.488281
41,0.009277,-0.702637,0.687012,2.441406,3.173828,-0.610352
42,0.000000,-0.688477,0.718750,6.652832,6.469727,-1.708984
43,-0.007812,-0.672363,0.737305,8.728027,6.652832,-1.342773
44,-0.007812,-0.670410,0.741699,8.605957,4.821777,-0.183105
45,0.011719,-0.662598,0.740723,5.493164,2.929688,0.183105
46,0.002930,-0.687988,0.716797,-1.037598,-1.953125,0.549316
47,0.019043,-0.692383,0.681641,0.732422,-1.220703,0.305176
48,0.020020,-0.720215,0.684082,4.638672,3.356934,0.000000
49,0.023926,-0.731445,0.776367,2.807617,18.371582,-0.427246
50,-0.004883,-0.712402,0.826172,-3.295898,17.517090,-2.502441
51,0.003418,-0.670898,0.820312,-11.718750,12.390137,-3.234863
52,-0.021484,-0.687012,0.760742,-15.747070,-1.647949,-0.305176
53,-0.014648,-0.689941,0.734863,-15.075684,-7.873535,-0.610352
54,-0.006348,-0.696777,0.677734,-11.230469,-10.559082,0.305176
55,-0.011719,-0.708008,0.634277,-2.258301,-10.314941,1.342773
56,-0.023926,-0.702637,0.646484,14.099121,-8.056641,0.488281
57,0.002441,-0.676270,0.727539,8.789062,-5.493164,1.464844
58,0.012207,-0.687988,0.736816,0.366211,-3.601074,1.708984
59,0.010254,-0.706543,0.729004,-2.929688,-2.990723,1.953125
60,0.011230,-0.693359,0.696289,2.380371,-2.685547,1.159668
61,0.005859,-0.683594,0.731445,2.319336,-3.906250,0.732422
62,0.027344,-0.672363,0.749512,-5.065918,-8.117676,0.183105
63,0.010254,-0.708008,0.676270,-8.666992,-4.455566,0.915527
64,0.017090,-0.706543,0.695312,-3.906250,2.746582,0.854492
65,0.014648,-0.722656,0.724121,1.892090,10.131836,0.305176
66,-0.008301,-0.679199,0.769043,6.469727,11.352539,-0.305176
67,-0.008301,-0.671875,0.761230,6.652832,6.225586,1.159668
68,-0.008301,-0.677734,0.761230,5.187988,-0.366211,2.624512
69,-0.001953,-0.702148,0.735352,0.549316,-4.699707,3.234863
70,0.004883,-0.695312,0.737305,1.098633,-5.432129,2.441406
71,0.005859,-0.697754,0.727539,1.403809,-4.577637,2.380371
72,0.011230,-0.701660,0.725098,1.159668,-3.173828,1.892090
73,0.002441,-0.704102,0.709961,3.601074,-2.502441,1.098633
74,0.005371,-0.691895,0.703125,5.432129,-3.906250,0.854492
75,-0.000977,-0.692383,0.707031,7.568359,-4.821777,0.854492
76,0.010742,-0.674805,0.731445,5.249023,-5.859375,0.793457
77,0.006836,-0.682617,0.721680,-4.028320,-2.746582,1.525879
78,0.004883,-0.688477,0.723633,-4.394531,-0.305176,1.831055
79,0.008789,-0.700684,0.750000,-5.249023,1.647949,1.220703
80,0.013184,-0.698242,0.738281,-5.981445,4.028320,0.549316
81,-0.005371,-0.716309,0.776855,-5.065918,4.516602,0.671387
82,0.001465,-0.685547,0.764648,-13.061523,-6.042480,-2.380371
83,0.006348,-0.690918,0.699219,-11.047363,-6.652832,-1.037598
84,-0.001465,-0.707031,0.688965,-2.868652,-5.493164,0.549316
85,0.009766,-0.708984,0.685547,6.896973,-3.906250,0.061035
86,0.014648,-0.697266,0.686523,6.164551,0.366211,0.854492
87,0.003906,-0.696289,0.718262,5.798340,2.563477,1.098633
88,-0.006348,-0.683105,0.747070,4.150391,2.014160,0.244141
89,0.014648,-0.679688,0.740234,-3.356934,-1.037598,0.366211
90,0.016602,-0.701660,0.738281,-4.089355,-0.793457,1.159668
91,0.016602,-0.708496,0.734375,-3.173828,-1.708984,1.342773
92,0.018555,-0.705566,0.723145,-0.915527,-1.831055,0.549316
93,0.003906,-0.699219,0.716797,-0.732422,-1.281738,-0.427246
94,0.015625,-0.688477,0.726562,-4.821777,-1.098633,-2.075195
95,0.013184,-0.695801,0.710449,-7.690430,0.854492,-1.220703
96,0.002930,-0.706543,0.711914,-0.183105,4.272461,-0.122070
97,0.000000,-0.702637,0.722656,6.591797,4.943848,0.366211
98,0.006836,-0.700195,0.734863,9.765625,4.089355,0.244141
99,-0.001465,-0.691406,0.768066,7.324219,3.051758,0.122070
100,0.001953,-0.695312,0.756836,-7.812500,-5.798340,-0.061035
101,-0.004883,-0.721191,0.720215,-7.751465,-5.859375,0.427246
102,-0.001953,-0.728027,0.711426,-4.455566,-6.530762,-0.610352
103,0.011719,-0.716309,0.682129,3.906250,-1.953125,-1.281738
104,0.006836,-0.701172,0.708496,5.554199,-0.122070,-1.159668
105,0.007324,-0.687012,0.720703,3.662109,0.793457,-1.281738
106,0.012695,-0.679688,0.728027,0.122070,1.281738,-0.793457
107,0.002441,-0.687012,0.724121,-3.662109,1.403809,-0.610352
108,0.005859,-0.687500,0.739746,-3.112793,0.976562,-0.305176
109,0.003906,-0.698730,0.750977,-0.793457,-0.732422,-0.122070
110,0.006348,-0.706055,0.743164,1.831055,-2.075195,-0.427246
111,0.016113,-0.701660,0.742676,2.258301,-2.990723,-0.427246
112,0.018066,-0.715820,0.726074,2.502441,-1.770020,-0.305176
113,0.017578,-0.706055,0.729980,0.183105,0.122070,-1.281738
114,0.024902,-0.700195,0.710449,-2.197266,3.356934,-1.281738
115,0.001465,-0.693848,0.771484,-2.563477,3.234863,-2.258301
116,0.005859,-0.681152,0.742188,-6.896973,0.305176,-1.464844
117,0.000000,-0.694824,0.714355,-6.652832,-1.708984,-0.610352
118,0.008301,-0.694336,0.702148,-3.540039,-4.821777,-1.098633
119,0.006348,-0.708496,0.701172,-1.831055,-3.417969,-0.610352
120,0.003418,-0.717285,0.704590,1.464844,-2.807617,-0.915527
121,0.014160,-0.695801,0.699219,6.408691,-0.183105,-1.464844
122,0.007324,-0.680664,0.733887,4.455566,-0.610352,-2.075195
123,0.017578,-0.666992,0.745117,-0.061035,-1.647949,-1.953125
124,0.008789,-0.691895,0.728516,-3.479004,0.488281,0.488281
125,0.009277,-0.707520,0.733398,-1.342773,1.525879,1.037598
126,0.012695,-0.708008,0.737793,1.342773,1.831055,1.220703
127,0.011230,-0.709961,0.725586,3.112793,1.403809,0.976562
128,0.007812,-0.713867,0.726562,3.967285,0.366211,0.061035
129,0.007324,-0.704102,0.729004,2.380371,-0.854492,-0.976562
130,0.015625,-0.691406,0.716797,0.976562,-1.770020,-1.525879
131,0.013184,-0.688477,0.726562,0.244141,-1.403809,-1.831055
132,0.014648,-0.697754,0.750977,1.403809,5.249023,-1.220703
133,0.031738,-0.691895,0.747559,1.708984,5.798340,-0.732422
134,0.006348,-0.701172,0.751465,0.183105,5.554199,-0.366211
135,0.011230,-0.699707,0.747559,-2.197266,4.089355,-0.305176
136,-0.003418,-0.708008,0.702637,-5.310059,-0.366211,-0.305176
137,0.005371,-0.688965,0.716797,-6.469727,-2.014160,-1.403809
138,0.004883,-0.686523,0.715332,-5.676270,-3.967285,-0.671387
