order,ax,ay,az,gx,gy,gz
0,0.017578,-0.764160,0.680176,-1.770020,2.746582,-2.929688
1,0.025879,-0.770020,0.657227,-7.080078,1.953125,-1.647949
2,0.015137,-0.791992,0.631348,-10.070801,0.732422,-0.793457
3,0.015625,-0.801758,0.601074,-6.713867,0.183105,-0.366211
4,0.016113,-0.800781,0.605957,-5.737305,-0.061035,-0.183105
5,0.014648,-0.806152,0.594238,-2.868652,-0.183105,0.061035
6,0.013184,-0.802734,0.597168,-0.854492,-0.488281,0.122070
7,0.014648,-0.800293,0.607422,2.502441,-0.610352,0.183105
8,0.016113,-0.798340,0.612305,3.234863,-0.183105,0.305176
9,0.017090,-0.781250,0.660156,0.305176,-0.305176,0.366211
10,0.010742,-0.792969,0.627441,-6.286621,-0.366211,0.915527
11,0.009766,-0.813477,0.571777,-4.577637,-0.427246,0.671387
12,0.008789,-0.819336,0.564941,0.061035,-0.244141,0.183105
13,0.010254,-0.810547,0.584473,4.150391,-0.244141,-0.244141
14,0.015625,-0.792969,0.625488,6.164551,-0.183105,-0.427246
15,0.015137,-0.784668,0.645508,3.784180,-0.244141,-0.122070
16,0.017578,-0.783203,0.649414,0.244141,-0.305176,0.122070
17,0.018066,-0.779785,0.658203,-11.108398,-0.549316,0.976562
18,0.011719,-0.801758,0.607422,-13.000488,-0.671387,1.037598
19,0.011230,-0.797852,0.619629,-13.244629,-0.244141,0.732422
20,0.013672,-0.799316,0.616211,-17.822266,-0.488281,0.549316
21,0.004883,-0.810547,0.604492,-18.493652,-0.549316,0.305176
22,0.013184,-0.806641,0.598145,-18.066406,-0.122070,0.183105
23,0.011719,-0.812988,0.588867,-17.639160,-0.427246,0.122070
24,0.015137,-0.810059,0.596680,-16.540527,-0.122070,-0.061035
25,0.018555,-0.794922,0.631836,-19.287109,-0.183105,0.244141
26,0.017090,-0.794434,0.642090,-24.475098,-0.244141,0.488281
27,0.019043,-0.800293,0.632324,-30.212402,-0.244141,0.610352
28,0.008789,-0.823242,0.579102,-38.635254,-0.610352,0.976562
29,0.008301,-0.834473,0.558105,-38.269043,-0.122070,0.366211
30,0.013184,-0.830078,0.566895,-37.841797,0.122070,0.122070
31,0.016113,-0.828125,0.576660,-44.616699,-0.732422,0.549316
32,0.014160,-0.826172,0.594238,-47.729492,0.915527,0.183105
33,0.020508,-0.790527,0.675293,-59.204102,0.000000,0.488281
34,0.007812,-0.846680,0.549316,-75.012207,0.122070,0.854492
35,0.012695,-0.832031,0.583496,-81.420898,0.793457,0.854492
36,0.008301,-0.828613,0.635254,-94.177246,0.183105,0.366211
