order,ax,ay,az,gx,gy,gz
0,0.077148,-0.479980,1.059570,-13.549805,27.160645,-18.798828
1,0.076660,-0.426270,1.027832,-15.014648,27.404785,-19.348145
2,0.087891,-0.333496,1.043945,0.305176,22.094727,-15.441895
3,0.082031,-0.311523,1.106445,8.972168,15.197754,-10.620117
4,0.057129,-0.326660,1.159180,13.916016,6.713867,-5.249023
5,0.026367,-0.401367,1.077637,21.179199,-9.826660,3.784180
6,0.034668,-0.409668,1.047852,28.503418,-12.268066,3.173828
7,0.033203,-0.410645,1.029785,30.151367,-11.718750,2.441406
8,0.041992,-0.408691,0.987305,29.357910,-6.103516,-0.549316
9,0.054688,-0.354004,1.009766,31.005859,29.846191,-7.934570
10,0.055664,-0.257812,1.129883,26.977539,50.781250,-10.437012
11,0.077148,-0.178223,1.227539,18.493652,65.246582,-10.375977
12,-0.021973,-0.175781,1.460449,0.976562,53.344727,-11.718750
13,-0.058594,-0.190918,1.394531,-14.648438,34.729004,-13.793945
14,-0.132812,-0.208984,1.195801,-30.090332,21.484375,-14.770508
15,-0.223145,-0.367188,0.782227,-26.428223,14.587402,-19.104004
16,-0.180664,-0.382812,0.715332,-9.460449,8.361816,-24.353027
17,-0.151367,-0.359375,0.643066,4.943848,0.976562,-28.076172
18,-0.123047,-0.267578,0.660156,39.978027,-2.441406,-34.729004
19,-0.057617,-0.203125,0.736816,41.870117,0.122070,-33.630371
20,-0.024414,-0.173828,0.815430,39.550781,6.469727,-25.939941
21,-0.032227,-0.180176,0.954102,28.930664,11.718750,-17.211914
22,-0.048340,-0.180664,1.075684,-12.145996,5.432129,-8.605957
23,-0.047852,-0.143555,1.076172,-42.480469,-3.356934,-7.080078
24,-0.081055,-0.166992,0.934570,-66.650391,-13.488770,-5.798340
25,-0.033691,-0.301270,0.595703,-61.523438,-21.972656,-9.277344
26,-0.044434,-0.343262,0.531250,-37.963867,-17.822266,-12.817383
27,-0.076172,-0.338867,0.665527,-23.559570,-13.000488,-21.667480
28,-0.151367,-0.395020,0.758301,-24.475098,-12.878418,-36.193848
