order,ax,ay,az,gx,gy,gz
0,-0.125977,-0.517578,0.940918,-7.019043,-2.136230,-7.568359
1,-0.096680,-0.512207,0.878906,-11.230469,3.173828,-5.859375
2,-0.081055,-0.531250,0.832520,-14.526367,12.023926,-3.601074
3,-0.098145,-0.555664,0.826660,-13.427734,20.751953,0.976562
4,-0.092773,-0.558105,0.808105,-8.911133,22.766113,2.746582
5,-0.099609,-0.574219,0.818848,-5.187988,24.719238,4.272461
6,-0.111328,-0.571777,0.833496,-2.380371,23.864746,5.737305
7,-0.125000,-0.564941,0.806641,0.244141,22.338867,5.920410
8,-0.141602,-0.555664,0.811035,3.601074,23.742676,5.920410
9,-0.182617,-0.542480,0.853027,5.187988,22.644043,5.065918
10,-0.190918,-0.531738,0.864746,4.211426,19.775391,3.845215
11,-0.188477,-0.528809,0.871094,-0.061035,17.150879,1.953125
12,-0.164551,-0.531250,0.812012,-3.906250,11.474609,-0.732422
13,-0.155762,-0.535156,0.811035,-1.708984,10.009766,-1.342773
14,-0.158203,-0.548828,0.844727,-0.976562,10.314941,-1.831055
15,-0.144531,-0.538086,0.848633,-2.014160,12.329102,-2.624512
16,-0.103516,-0.523926,0.836914,-3.112793,13.916016,0.122070
17,-0.144531,-0.579102,0.808105,0.488281,14.770508,3.540039
18,-0.141602,-0.559082,0.819336,3.906250,18.981934,6.469727
19,-0.176270,-0.563965,0.855957,2.319336,19.836426,6.652832
20,-0.207520,-0.543457,0.853027,0.366211,16.357422,5.737305
21,-0.228027,-0.527832,0.827148,-0.671387,11.474609,4.089355
22,-0.232422,-0.517090,0.833008,-0.793457,2.014160,0.000000
23,-0.198730,-0.512207,0.827148,-3.723145,0.244141,0.549316
24,-0.187500,-0.540527,0.825684,-4.272461,-0.488281,1.892090
25,-0.183594,-0.558594,0.831055,-1.403809,-1.525879,0.671387
26,-0.177734,-0.557129,0.826660,0.000000,-3.540039,0.732422
27,-0.179688,-0.556152,0.820801,0.976562,-5.371094,0.488281
28,-0.179199,-0.544922,0.833496,1.037598,-6.652832,0.061035
29,-0.182129,-0.533203,0.842773,-1.953125,-8.483887,0.122070
30,-0.184570,-0.534668,0.826660,-1.708984,-8.117676,0.122070
31,-0.191895,-0.537109,0.824707,-1.892090,-6.103516,-0.488281
32,-0.192383,-0.527832,0.853027,-5.371094,-3.784180,-2.014160
33,-0.186035,-0.555176,0.836426,-12.512207,-2.868652,-3.295898
34,-0.169434,-0.529297,0.854980,-17.883301,1.281738,-7.751465
35,-0.165039,-0.546387,0.854492,-20.080566,-0.427246,-6.774902
36,-0.159180,-0.562988,0.785645,-12.695312,-7.263184,-2.624512
37,-0.157715,-0.571777,0.774414,-7.141113,-9.216309,-1.403809
38,-0.175781,-0.574707,0.796875,-3.112793,-9.582520,-1.403809
