order,ax,ay,az,gx,gy,gz
0,0.189941,-0.388184,0.946289,-27.832031,20.324707,7.019043
1,0.137695,-0.442383,0.865234,-47.424316,26.489258,6.591797
2,0.057129,-0.562012,0.776367,-26.306152,36.193848,1.892090
3,0.023438,-0.561035,0.814941,-6.408691,30.029297,-1.220703
4,0.012695,-0.416992,0.848633,14.282227,15.441895,3.662109
5,-0.001465,-0.390137,0.860840,18.371582,7.385254,10.253906
6,-0.013672,-0.412598,0.868652,18.249512,1.525879,13.488770
7,-0.023438,-0.475098,0.884277,9.033203,1.770020,11.962891
8,0.011719,-0.620605,0.891602,-5.798340,2.685547,0.976562
9,-0.019531,-0.698730,0.904785,4.882812,-3.479004,-7.873535
10,-0.020508,-0.713867,0.903809,24.047852,-15.258789,-22.888184
11,0.036621,-0.594238,0.881836,46.142578,-23.437500,-36.499023
12,0.117676,-0.410645,0.843750,62.500000,-23.864746,-39.245605
13,0.182617,-0.210449,0.810547,68.054199,-16.357422,-30.822754
14,0.201660,-0.135742,0.821289,55.053711,-3.906250,-18.920898
15,0.075684,-0.349609,0.840332,-1.037598,19.042969,-12.573242
16,0.015137,-0.366699,0.803711,-5.493164,24.780273,-8.239746
17,-0.062500,-0.541504,0.893066,14.160156,18.859863,2.014160
18,-0.201660,-0.612305,0.935547,31.433105,-9.765625,-7.873535
19,-0.224121,-0.488281,0.870605,63.476562,-42.541504,-21.667480
20,-0.139160,-0.520020,0.761230,113.647461,-71.472168,-51.147461
21,0.055176,-0.352539,0.684082,126.098633,-64.880371,-59.448242
22,0.120117,-0.223633,0.722168,132.995605,-57.983398,-60.485840
23,0.169922,-0.130371,0.730957,137.390137,-50.537109,-54.199219
24,0.190918,-0.098145,0.742188,142.272949,-41.503906,-44.128418
25,0.179688,-0.081055,0.745117,140.991211,-31.188965,-34.851074
26,0.209961,-0.054688,0.733887,104.553223,-0.061035,-28.137207
27,0.231934,-0.053223,0.809082,65.490723,21.850586,-29.235840
28,0.269043,-0.129883,0.895996,19.042969,42.480469,-31.616211
29,0.294922,-0.186035,0.863281,-12.512207,62.438965,-36.865234
30,0.264160,-0.191406,0.883301,-15.808105,82.519531,-39.245605
31,0.188965,-0.154297,1.011719,0.183105,91.979980,-33.996582
32,0.046387,-0.064453,1.331055,64.636230,50.964355,-8.666992
33,0.022461,-0.087402,1.354004,74.157715,19.653320,-0.183105
34,0.041016,-0.130371,1.249512,66.406250,-0.854492,1.708984
35,0.061035,-0.172363,1.083496,56.335449,-8.483887,-2.136230
36,0.062012,-0.188477,0.946289,55.358887,-5.676270,-8.972168
37,0.071777,-0.179199,0.887695,56.762695,2.929688,-18.066406
38,0.127441,-0.016113,0.879883,55.419922,30.761719,-28.198242
39,0.141602,0.057129,0.936523,44.433594,47.424316,-25.207520
40,0.146484,0.086426,1.012695,26.245117,61.340332,-20.263672
41,0.131348,0.060059,1.085938,9.094238,69.030762,-16.479492
42,0.021973,-0.031250,1.267090,-5.432129,54.321289,-15.075684
43,-0.041016,-0.025879,1.285156,7.690430,30.578613,-13.366699
44,-0.052734,0.001953,1.281250,32.653809,-0.793457,-9.521484
45,0.013672,0.014160,1.140625,60.852051,-44.982910,-0.122070
46,0.056641,0.019043,1.021973,58.776855,-46.264648,3.784180
47,0.085938,0.026855,0.913086,51.879883,-37.292480,7.751465
48,0.100586,0.030762,0.811523,42.175293,-18.615723,12.512207
49,0.104004,-0.041992,0.871094,20.629883,6.164551,15.441895
50,0.001465,-0.201172,0.940430,-11.047363,37.841797,-3.784180
51,-0.010254,-0.163086,0.962891,2.990723,43.151855,-19.104004
52,-0.022461,-0.076172,1.082520,28.808594,40.771484,-28.808594
53,-0.010254,0.039551,1.207520,47.851562,29.541016,-30.944824
54,0.020508,0.149902,1.281738,52.856445,16.662598,-25.573730
