order,ax,ay,az,gx,gy,gz
0,0.042969,-0.435059,0.719727,53.283691,60.729980,-100.402832
1,0.088379,-0.292969,0.698242,78.979492,61.401367,-98.815918
2,0.102539,-0.123047,0.858398,83.496094,64.453125,-83.679199
3,-0.052246,-0.049316,0.980469,-3.112793,47.790527,-41.503906
4,0.088867,-0.012695,0.966797,-32.775879,49.804688,-12.145996
5,0.132812,-0.147949,0.938965,-52.795410,30.822754,13.977051
6,0.178223,-0.225098,0.841309,-60.668945,18.493652,39.367676
7,0.156250,-0.240234,0.765625,-62.377930,15.319824,53.771973
8,0.076172,-0.327637,0.790527,-55.603027,23.437500,54.809570
9,0.030762,-0.408203,0.791016,-50.598145,28.442383,47.058105
10,-0.126953,-0.549316,0.601562,-28.503418,53.771973,19.836426
11,-0.182617,-0.536621,0.686035,3.967285,77.636719,-16.357422
12,-0.157227,-0.430176,0.958984,9.704590,63.781738,-52.001953
13,0.041016,-0.227051,0.886230,74.340820,29.235840,-16.906738
14,-0.020020,-0.146484,0.607422,152.832031,-8.361816,19.775391
15,-0.100586,-0.125488,0.970703,248.901367,-43.151855,36.987305
16,-0.129883,-0.393066,0.593262,335.449219,-86.669922,28.747559
17,-0.139648,-0.448242,0.673340,381.225586,-100.280762,3.845215
18,-0.051270,-0.525879,1.108887,244.262695,-52.062988,-63.171387
19,0.077637,-0.207520,1.050293,198.120117,-41.076660,-93.017578
20,0.092285,0.026367,1.063477,195.434570,-48.217773,-93.688965
21,0.159180,0.250000,1.079590,213.134766,-69.885254,-81.665039
22,0.348145,0.571289,0.844238,197.448730,-67.749023,-46.752930
23,0.422363,0.645020,0.867188,154.052734,-37.963867,-32.775879
24,0.418945,0.617676,0.969238,101.379395,-12.817383,-18.371582
25,0.306641,0.409668,1.090332,61.462402,-5.371094,-8.544922
26,-0.124512,-0.049805,1.212891,40.344238,-24.719238,-13.549805
27,-0.150879,-0.208008,0.857422,12.817383,-67.932129,-58.532715
28,-0.409180,-0.126953,0.998047,40.710449,-59.875488,-54.016113
29,-0.318359,-0.146484,0.626465,27.648926,-34.667969,-69.519043
30,0.149414,0.339844,0.712891,11.352539,-5.310059,-50.292969
31,0.159180,0.281738,1.062500,-58.227539,52.551270,-18.310547
32,0.262695,0.131836,1.126953,-90.637207,57.067871,-30.700684
33,0.252930,-0.062500,0.867676,-78.735352,49.499512,-47.851562
34,0.250488,-0.060547,0.644043,-39.184570,51.879883,-61.462402
35,0.231934,0.040039,0.553711,5.310059,60.180664,-63.781738
36,0.203125,0.230469,0.586914,24.902344,75.500488,-54.199219
37,-0.118652,0.394531,0.918945,51.147461,70.007324,-23.071289
38,-0.201660,0.378418,1.211426,78.247070,47.973633,-14.160156
39,-0.179688,0.293945,1.459961,90.393066,29.113770,-15.380859
40,-0.098145,0.240234,1.560059,78.491211,15.136719,-18.859863
41,0.090332,0.191895,1.321777,8.300781,17.883301,-14.831543
