order,ax,ay,az,gx,gy,gz
0,0.071289,-0.365234,0.995117,-0.671387,35.339355,-10.864258
1,0.062988,-0.330566,1.044434,-0.427246,37.170410,-11.718750
2,0.002441,-0.289062,1.099609,2.929688,29.724121,-8.300781
3,0.025391,-0.259277,1.115723,0.427246,16.540527,-9.216309
4,0.090820,-0.266113,1.029297,2.563477,13.183594,2.014160
5,0.052734,-0.420410,0.913086,9.033203,20.446777,-2.685547
6,0.054199,-0.410645,0.909668,13.183594,28.381348,-10.681152
7,0.069336,-0.354004,0.928711,13.366699,38.574219,-16.662598
8,0.045410,-0.308594,0.997559,7.202148,49.194336,-19.287109
9,-0.056641,-0.336914,1.140137,-20.141602,53.833008,-22.338867
10,-0.094727,-0.343262,1.197754,-30.822754,47.485352,-30.029297
11,-0.110352,-0.270508,1.324219,-49.804688,40.405273,-37.231445
12,-0.154297,-0.097168,1.322266,-100.952148,13.977051,-33.935547
13,-0.153320,-0.090332,1.285156,-94.665527,6.774902,-24.353027
14,-0.128418,-0.160156,1.216309,-111.450195,20.812988,-21.362305
15,-0.035645,-0.227539,1.041992,-57.678223,19.592285,0.000000
16,-0.009766,-0.496582,1.128906,-20.019531,4.699707,-2.136230
17,0.007812,-0.571289,1.112305,20.874023,-20.385742,-13.610840
18,-0.017090,-0.583008,1.104492,64.147949,-47.119141,-30.395508
19,-0.092285,-0.345703,1.060547,117.492676,-107.055664,-65.551758
20,-0.045898,-0.151367,1.027832,120.910645,-130.371094,-68.847656
21,-0.020996,0.010742,1.020996,110.107422,-145.385742,-57.556152
22,-0.065430,0.077637,0.925781,73.730469,-155.761719,-13.183594
23,-0.041504,0.013184,0.885742,48.339844,-158.996582,2.319336
24,0.013184,-0.079102,0.787598,21.911621,-159.667969,9.582520
25,0.222168,-0.270020,0.516602,-16.052246,-129.516602,11.291504
26,0.280273,-0.342773,0.434570,-27.587891,-95.520020,6.042480
27,0.274414,-0.382812,0.458496,-35.095215,-62.744141,-2.746582
28,0.225586,-0.404785,0.529297,-35.766602,-44.799805,-12.817383
29,0.145020,-0.445801,0.532227,-27.770996,-33.325195,-36.865234
30,0.153809,-0.433105,0.524414,-21.179199,-25.573730,-48.156738
31,0.171387,-0.393555,0.560547,-15.747070,-16.052246,-59.814453
32,0.196777,-0.333984,0.625488,-13.305664,-8.361816,-69.763184
33,0.224121,-0.287598,0.664551,-2.075195,1.953125,-75.439453
34,0.237305,-0.220215,0.689941,11.169434,2.624512,-76.721191
35,0.295898,-0.128418,0.701172,24.291992,1.708984,-73.730469
36,0.264160,-0.193359,0.798340,31.127930,1.159668,-68.664551
37,0.241699,-0.383301,0.995605,0.976562,8.728027,-78.552246
38,0.260254,-0.435547,1.054199,-9.765625,2.258301,-86.242676
39,0.223145,-0.411133,1.102539,-19.226074,-13.244629,-92.468262
40,0.193359,-0.315918,0.994141,-9.704590,-37.231445,-92.102051
41,0.363281,-0.164551,0.830566,14.831543,-43.151855,-69.030762
42,0.446777,-0.128418,0.841309,0.000000,-26.000977,-50.903320
43,0.482910,-0.149902,0.880371,-30.944824,-6.652832,-32.348633
44,0.531738,-0.346191,0.918945,-111.083984,33.752441,-8.850098
45,0.505371,-0.536621,0.846680,-129.638672,45.776367,-8.544922
46,0.422363,-0.710449,0.813965,-126.037598,55.664062,-24.658203
47,0.301270,-0.658691,0.981445,-81.420898,54.321289,-71.472168
48,0.302246,-0.544434,1.034668,-51.086426,43.029785,-88.562012
49,0.201660,-0.568359,1.284180,-34.667969,13.977051,-117.553711
50,0.230957,-0.464844,1.092285,27.954102,-27.221680,-173.889160
51,0.394043,-0.172852,1.111816,63.049316,-23.620605,-180.358887
52,0.636230,-0.046387,1.203613,50.231934,0.183105,-170.776367
53,0.750488,0.046875,1.128906,24.658203,36.804199,-141.601562
54,0.524414,0.113770,0.917480,12.878418,116.394043,-75.500488
55,0.412109,0.068848,1.146484,13.183594,137.573242,-56.030273
56,0.361816,0.035645,1.418457,9.094238,118.469238,-48.034668
57,0.328125,0.026367,1.411621,2.624512,81.604004,-26.062012
58,0.329590,-0.225586,1.395508,-17.272949,-0.732422,16.845703
59,0.344727,-0.271484,1.362793,-33.569336,-31.799316,14.526367
60,0.314453,-0.225098,1.114746,-64.025879,-28.930664,3.906250
61,0.265137,-0.207031,0.827148,-72.082520,-0.122070,-8.728027
62,0.236816,-0.092773,0.478027,-5.371094,75.439453,-39.062500
63,0.301758,0.096680,0.783691,20.080566,115.539551,-32.043457
64,0.300781,0.113770,0.860840,18.249512,141.906738,-19.287109
65,0.291992,0.032227,1.040039,-4.516602,140.686035,-13.488770
66,0.189941,-0.082520,0.983398,-6.774902,118.469238,-17.272949
67,0.161621,-0.122070,1.099121,-7.568359,88.745117,-25.390625
68,0.129395,-0.086426,1.457520,11.718750,-16.052246,-34.729004
69,0.070801,-0.022949,1.200684,5.126953,-67.810059,-26.672363
70,0.062012,-0.082520,1.079102,-0.610352,-96.496582,-19.897461
71,0.128906,-0.145508,0.879883,-3.295898,-104.248047,-21.118164
72,0.174805,-0.307617,0.479492,21.972656,-30.029297,-33.508301
73,0.145508,-0.372559,0.442383,51.635742,17.517090,-55.847168
74,0.244629,-0.114258,0.777832,76.904297,66.528320,-92.285156
75,0.261230,0.012207,0.864746,69.396973,65.429688,-84.411621
76,0.261230,0.088867,0.937500,56.274414,51.208496,-63.171387
77,0.095215,-0.060059,1.122070,4.760742,19.836426,-19.958496
78,0.011719,-0.153809,1.197266,-23.559570,0.000000,-22.888184
79,-0.045898,-0.206055,1.169434,-27.770996,-30.456543,-42.968750
