order,ax,ay,az,gx,gy,gz
0,-0.069824,-0.375000,0.932129,43.029785,-7.690430,-26.306152
1,-0.061035,-0.314941,0.902344,56.945801,-7.629395,-25.268555
2,-0.080566,-0.174316,1.046387,60.119629,-8.789062,-8.972168
3,-0.125977,-0.214355,1.091797,43.334961,-9.704590,2.380371
4,-0.234375,-0.444336,1.128418,-7.507324,3.967285,9.094238
5,-0.222168,-0.557617,1.095703,-19.287109,13.671875,1.647949
6,-0.238770,-0.508789,1.219727,-19.653320,23.010254,-29.235840
7,-0.178223,-0.416504,1.211426,-4.333496,7.934570,-34.484863
8,-0.185547,-0.359863,1.191406,14.404297,-11.352539,-34.301758
9,-0.197266,-0.255371,1.075195,39.367676,-48.339844,-38.879395
10,-0.170410,-0.212891,0.922852,56.335449,-61.950684,-40.161133
11,-0.128418,-0.179199,0.830078,78.369141,-70.373535,-38.879395
12,-0.088379,-0.153320,0.799805,92.163086,-73.913574,-35.644531
13,-0.067871,-0.165527,0.882324,63.049316,-58.532715,-24.536133
14,-0.092285,-0.209961,0.886230,33.203125,-49.804688,-19.897461
15,-0.111328,-0.241699,0.854980,1.708984,-40.222168,-17.578125
16,-0.085938,-0.277344,0.789062,-26.611328,-27.587891,-18.005371
17,0.012207,-0.344238,0.678711,-52.001953,4.943848,-21.545410
18,0.069336,-0.358398,0.631836,-41.259766,19.348145,-23.681641
19,0.036621,-0.373047,0.708984,-21.545410,28.015137,-27.954102
20,0.023926,-0.262695,0.795410,-4.211426,17.944336,-44.372559
21,0.024902,-0.215820,0.797852,5.737305,13.549805,-43.334961
22,-0.013184,-0.217285,0.843262,12.145996,5.493164,-40.710449
23,-0.037598,-0.229492,0.840820,13.244629,-6.652832,-38.696289
24,0.010742,-0.186523,0.814941,6.896973,-29.541016,-32.226562
25,0.043457,-0.166504,0.798828,-3.967285,-34.851074,-26.367188
26,0.060059,-0.133789,0.751465,-11.657715,-38.391113,-18.798828
27,0.066895,-0.165527,0.715820,-16.967773,-40.893555,-1.342773
28,0.089355,-0.230957,0.675781,-17.700195,-33.752441,4.699707
29,0.141113,-0.265625,0.691406,-15.502930,-25.939941,10.131836
30,0.160156,-0.303223,0.747559,-22.277832,-20.019531,13.732910
31,0.113281,-0.309570,0.770020,-46.020508,5.371094,19.042969
32,0.071777,-0.400391,0.771484,-50.354004,21.240234,20.324707
33,0.038086,-0.462402,0.833008,-45.776367,33.081055,18.554688
34,-0.039062,-0.583984,1.041504,-45.715332,27.893066,17.150879
35,0.108398,-0.583496,1.025391,-36.621094,-12.634277,7.019043
36,0.031738,-0.631836,1.047852,-26.550293,-27.282715,7.385254
37,0.019043,-0.605957,1.046875,-24.536133,-30.273438,0.549316
38,0.017090,-0.506836,0.970703,-14.404297,-15.197754,-24.230957
39,0.021973,-0.444336,1.049805,2.136230,-4.455566,-31.616211
40,-0.015625,-0.420898,1.260254,29.174805,-12.817383,-34.423828
41,-0.016602,-0.444824,1.562500,73.974609,-93.750000,-36.254883
42,0.053223,-0.435547,1.474121,71.655273,-131.652832,-36.987305
43,0.193848,-0.424316,1.155273,76.049805,-145.690918,-35.522461
44,0.288086,-0.468750,0.929688,97.167969,-138.183594,-33.447266
45,0.297852,-0.490723,1.041016,140.808105,-94.055176,-58.654785
46,0.234375,-0.413086,1.325195,134.399414,-89.843750,-94.421387
47,0.251465,-0.269043,1.532715,94.604492,-94.604492,-136.352539
48,0.392578,-0.011230,1.277344,0.976562,-89.965820,-180.175781
49,0.437500,0.046875,1.054688,-18.005371,-79.223633,-184.204102
50,0.578125,0.126953,0.810547,-25.207520,-59.387207,-175.537109
51,0.700195,0.162598,0.495117,-0.915527,17.211914,-106.201172
52,0.523438,0.092773,0.616699,16.113281,46.081543,-80.017090
53,0.364746,0.034668,0.750488,19.104004,62.438965,-72.570801
54,0.209473,-0.074219,0.833984,31.494141,63.232422,-83.618164
55,0.162598,-0.172363,0.890137,60.852051,47.668457,-88.745117
56,0.047363,-0.194336,0.944336,115.173340,15.869141,-95.642090
57,-0.276855,-0.034668,1.113281,190.917969,-40.039062,-127.685547
58,0.083984,0.334961,1.335449,171.264648,-45.288086,-135.375977
59,1.041016,1.120605,1.369629,101.867676,-24.963379,-76.843262
60,0.711426,0.768066,0.993652,67.993164,-15.258789,2.929688
61,0.184570,0.188477,0.857422,85.144043,-39.855957,18.310547
62,0.362793,0.268066,0.863770,69.763184,-29.785156,7.934570
63,0.393555,0.278809,0.789551,38.940430,-8.483887,9.765625
64,0.355957,0.229980,0.693359,16.357422,7.324219,10.192871
65,0.266113,0.183105,0.769531,-43.518066,27.038574,-0.610352
66,0.243652,0.181152,0.838379,-82.336426,22.705078,-5.798340
67,0.247559,0.146973,0.810547,-114.990234,15.625000,-9.277344
68,0.189453,-0.125000,0.482910,-134.948730,49.926758,-34.790039
69,0.160645,-0.159668,0.418945,-105.102539,84.594727,-52.795410
70,0.166016,-0.114258,0.491211,-84.045410,117.858887,-64.941406
71,0.168945,0.054688,0.762207,-80.200195,148.498535,-70.312500
72,0.061035,0.071777,1.246582,-150.573730,174.072266,-74.218750
73,0.095215,-0.049316,1.307617,-152.160645,145.385742,-76.965332
74,0.096191,-0.154785,1.273438,-148.559570,98.876953,-75.988770
75,0.112793,-0.247559,1.109375,-121.154785,42.114258,-74.829102
76,0.149902,-0.207520,1.021484,-34.851074,-65.490723,-62.744141
77,0.205078,-0.145996,0.838379,-3.234863,-98.815918,-52.490234
78,0.257812,-0.127930,0.862305,22.705078,-117.248535,-41.503906
79,0.298340,-0.159668,0.972656,-21.972656,-96.679688,-48.156738
80,0.273438,-0.332031,1.145996,-84.533691,-47.180176,-69.335938
81,0.287598,-0.322266,1.209961,-146.728516,4.516602,-96.008301
82,0.288574,-0.319824,0.979004,-172.912598,29.174805,-119.384766
83,0.574219,-0.055176,0.822754,-124.511719,25.146484,-108.520508
84,0.661621,0.045410,0.905762,-93.505859,37.292480,-78.857422
85,0.236816,-0.363770,1.355469,-137.512207,65.856934,-80.871582
86,0.117188,-0.382812,1.354492,-175.109863,67.077637,-99.182129
87,0.177246,-0.333496,1.221191,-199.645996,64.880371,-108.398438
88,0.246094,-0.313965,1.104492,-199.096680,56.945801,-103.820801
89,0.205566,-0.373047,1.145020,-161.560059,42.724609,-91.369629
90,0.165039,-0.407227,1.206543,-135.986328,42.602539,-85.876465
91,0.062012,-0.532227,1.287109,-117.614746,45.288086,-76.721191
92,0.036621,-0.719238,1.288574,-102.416992,36.010742,-65.246582
93,-0.083008,-0.901367,1.276855,-90.698242,22.033691,-75.622559
94,-0.040039,-0.746582,1.116699,-74.645996,1.892090,-95.642090
95,0.160645,-0.186523,0.871582,-30.334473,-28.564453,-59.997559
96,0.104004,-0.122070,0.817383,-11.962891,-39.550781,-25.512695
97,0.052246,-0.209961,0.807617,-8.789062,-52.185059,-5.249023
98,0.193848,-0.278809,0.544922,-38.513184,-54.016113,6.225586
99,0.199707,-0.355469,0.478027,-46.569824,-43.457031,6.408691
100,0.158691,-0.482910,0.498535,-56.030273,-31.616211,-6.225586
101,0.229004,-0.526855,0.520996,-99.060059,5.249023,-36.071777
102,0.311523,-0.608398,0.416016,-106.018066,25.085449,-46.508789
103,0.269043,-0.601074,0.378906,-83.129883,35.888672,-48.095703
104,0.167480,-0.656250,0.390137,-41.503906,36.010742,-50.537109
105,0.158203,-0.589844,0.129883,-27.160645,79.589844,-88.562012
106,0.181641,-0.433105,0.210938,7.324219,109.497070,-94.238281
107,0.143066,-0.208008,0.492676,59.692383,116.455078,-76.477051
108,0.193359,-0.077148,0.721191,52.185059,116.271973,-63.720703
109,0.192383,-0.065430,0.835449,18.676758,117.065430,-49.499512
110,0.162109,-0.140137,0.806641,-17.517090,115.905762,-38.269043
111,0.183594,-0.171875,0.583008,-45.654297,104.431152,-8.178711
112,0.187988,-0.190918,0.531738,-44.921875,94.665527,16.723633
113,0.197266,-0.223145,0.552246,-47.302246,84.228516,44.006348
114,0.392090,-0.253418,1.507812,29.968262,-63.781738,79.101562
115,0.441406,-0.415527,1.019531,10.437012,-102.355957,90.270996
116,0.321289,-0.831543,0.727539,12.512207,-95.275879,51.330566
117,0.387695,-0.651367,0.488770,10.620117,-40.344238,15.502930
118,0.422363,-0.437988,0.620605,18.798828,12.756348,28.320312
119,0.434082,-0.360352,0.841309,27.770996,13.610840,61.340332
120,0.397949,-0.325195,1.007324,11.840820,3.295898,101.745605
121,0.244629,-0.512207,0.964355,-38.208008,-25.146484,135.559082
122,0.266602,-0.521484,0.757324,-56.884766,-11.108398,128.784180
123,0.256836,-0.604980,0.670898,-70.495605,50.476074,93.322754
124,0.206543,-0.767578,1.013184,-86.364746,63.171387,61.218262
125,0.113770,-0.874512,1.250488,-109.008789,59.692383,21.301270
126,-0.229980,-1.109375,1.285156,-117.980957,39.855957,-28.808594
127,-0.773926,-1.437988,0.814941,-67.016602,8.483887,-131.164551
128,-0.660156,-1.249512,0.604492,-14.587402,-11.352539,-177.185059
129,-0.305176,-0.934570,0.429199,52.673340,-20.751953,-201.416016
130,0.958984,-0.009277,1.778320,148.010254,-20.324707,-151.489258
131,1.548828,0.522461,2.405762,4.272461,-21.362305,-49.865723
132,0.930664,-0.243164,1.140137,-86.486816,7.690430,28.076172
133,-0.161621,-0.816406,1.203613,-38.330078,-2.746582,54.504395
