order,ax,ay,az,gx,gy,gz
0,0.042480,-0.492676,0.877930,-5.798340,-1.708984,-2.624512
1,0.038086,-0.524902,0.853516,-7.080078,-1.708984,-2.807617
2,0.046875,-0.509766,0.862793,-6.408691,-0.976562,-3.417969
3,0.039062,-0.517578,0.860352,-8.361816,-2.197266,-2.380371
4,0.037598,-0.527344,0.846191,-7.629395,-4.821777,-1.525879
5,0.039062,-0.523926,0.831055,-3.967285,-6.225586,-0.854492
6,0.040527,-0.517090,0.836914,-1.037598,-5.920410,-0.244141
7,0.055664,-0.510742,0.844238,0.671387,-4.089355,2.441406
8,0.049805,-0.528320,0.841309,2.929688,-3.051758,2.441406
9,0.058105,-0.520996,0.852539,3.601074,-1.037598,2.197266
10,0.062012,-0.521973,0.859375,3.784180,1.220703,2.624512
11,0.061035,-0.533203,0.861816,6.591797,5.187988,2.075195
12,0.063965,-0.540039,0.863770,7.690430,5.676270,0.549316
13,0.063477,-0.541992,0.853516,9.460449,6.591797,-1.403809
14,0.062500,-0.527832,0.866699,9.765625,7.263184,-2.319336
15,0.057617,-0.521973,0.874023,7.812500,7.080078,-2.563477
16,0.052734,-0.515625,0.880859,5.187988,6.469727,-2.258301
17,0.047852,-0.512207,0.880371,1.586914,5.187988,-1.708984
18,0.044922,-0.512695,0.863770,-3.112793,2.075195,-1.159668
19,0.045410,-0.521973,0.846191,-1.892090,1.647949,-1.342773
20,0.045410,-0.529297,0.846191,0.488281,2.685547,-1.831055
21,0.047363,-0.521484,0.855469,2.197266,4.699707,-1.831055
22,0.037598,-0.519531,0.868164,3.479004,5.981445,-1.403809
23,0.034180,-0.513184,0.871582,3.845215,6.408691,-1.342773
24,0.026855,-0.492188,0.887207,1.281738,4.211426,-0.976562
25,0.023926,-0.492676,0.895996,-1.708984,0.427246,-0.427246
26,0.022461,-0.505371,0.885742,-4.943848,-3.784180,0.183105
27,0.032227,-0.509766,0.859375,-6.225586,-8.850098,-0.183105
28,0.043945,-0.521973,0.831055,-1.831055,-8.728027,-0.366211
29,0.054199,-0.527832,0.822266,4.516602,-5.920410,-0.793457
30,0.062500,-0.519531,0.832031,10.253906,-1.647949,-0.549316
31,0.065918,-0.506348,0.848633,12.512207,2.746582,0.366211
32,0.043457,-0.497070,0.859863,11.230469,7.568359,2.014160
33,0.041016,-0.492676,0.875488,8.056641,7.446289,2.380371
34,0.033691,-0.492676,0.883789,3.906250,5.004883,2.929688
35,0.029297,-0.500977,0.874512,0.610352,2.563477,2.502441
36,0.031738,-0.530762,0.875000,-0.244141,-2.990723,0.549316
37,0.031250,-0.542969,0.863281,2.319336,-6.286621,-0.244141
38,0.041016,-0.561035,0.875977,4.089355,-6.835938,-1.159668
39,0.060059,-0.616211,0.901855,0.732422,-0.976562,-1.892090
40,0.071289,-0.634766,0.923828,0.732422,2.868652,-4.455566
41,0.077148,-0.641602,0.959473,-2.868652,6.652832,-8.056641
42,0.066895,-0.655762,0.999023,-8.728027,10.620117,-13.183594
43,0.061523,-0.687500,1.005859,-5.737305,3.112793,-21.545410
44,0.092285,-0.761230,1.130371,-19.348145,17.883301,-29.174805
45,0.113281,-0.841797,1.326660,-26.977539,30.578613,-24.108887
46,0.126465,-1.074707,1.615234,-34.729004,31.921387,-15.808105
47,0.087891,-1.329102,1.871094,-39.245605,18.188477,-15.869141
48,-0.094727,-1.345703,1.915527,-66.650391,-15.563965,-46.752930
49,-0.034180,-1.045898,1.806641,-85.205078,-31.188965,-58.471680
50,0.000000,-0.748047,1.496582,-80.322266,-44.921875,-57.800293
51,0.023926,-0.557129,1.199219,-57.556152,-53.833008,-50.415039
52,0.057617,-0.409180,0.937988,-25.451660,-57.983398,-41.015625
53,0.095215,-0.272461,0.731934,8.789062,-57.922363,-27.832031
54,0.172852,-0.106934,0.556152,38.940430,-66.040039,-5.371094
55,0.244141,-0.091797,0.314453,21.240234,-75.561523,9.277344
56,0.239258,-0.070312,0.236816,-9.948730,-55.053711,23.620605
57,0.130859,-0.114746,0.237305,-47.485352,-4.516602,40.039062
58,0.037109,-0.235352,0.292480,-50.415039,14.160156,40.649414
59,0.015625,-0.324219,0.360352,-48.400879,24.841309,35.034180
60,0.033691,-0.347168,0.353516,-40.954590,42.297363,23.193359
61,0.065918,-0.422363,0.368652,-23.437500,56.640625,18.554688
62,0.101562,-0.460449,0.427734,-0.244141,68.664551,14.221191
63,0.108398,-0.445312,0.512695,18.554688,79.589844,13.854980
64,0.099609,-0.413574,0.562012,27.343750,87.524414,17.456055
65,-0.034668,-0.453613,0.644531,30.883789,90.087891,24.230957
66,-0.097656,-0.488770,0.688477,33.569336,80.810547,20.629883
67,-0.100586,-0.493164,0.716797,36.315918,67.626953,12.939453
68,-0.079590,-0.468262,0.814941,23.010254,40.588379,0.549316
69,-0.058594,-0.467285,0.830078,8.178711,30.517578,-2.014160
70,-0.032227,-0.489746,0.785645,-7.873535,26.000977,-1.708984
71,-0.022461,-0.537109,0.698242,-14.282227,27.832031,1.037598
72,-0.041504,-0.593262,0.685059,-8.911133,28.137207,4.211426
73,-0.068359,-0.602051,0.690430,1.220703,21.057129,5.065918
74,-0.063965,-0.590332,0.714844,9.521484,5.554199,5.737305
75,-0.036133,-0.477539,0.646484,14.282227,-18.859863,13.305664
76,-0.016113,-0.435059,0.687012,12.207031,-13.854980,16.906738
77,-0.011719,-0.477539,0.784180,13.793945,-6.347656,18.920898
78,-0.024902,-0.560547,0.927734,18.554688,-3.723145,19.042969
79,-0.047363,-0.644531,1.034668,21.789551,-7.934570,16.845703
80,-0.010254,-0.669434,1.027832,19.653320,-16.174316,8.422852
81,0.015137,-0.623535,0.961426,12.207031,-15.136719,5.676270
82,0.022949,-0.586914,0.917969,5.981445,-10.620117,4.943848
83,-0.000977,-0.586914,0.882324,5.310059,-6.469727,3.540039
84,-0.020996,-0.576660,0.890625,5.676270,0.610352,-0.671387
85,-0.038574,-0.569824,0.902832,4.760742,-0.183105,-1.403809
86,-0.063477,-0.552734,0.922363,2.685547,-9.765625,-6.469727
87,-0.048340,-0.541504,0.884277,-2.502441,-13.916016,-8.605957
88,-0.040527,-0.541504,0.810059,-6.469727,-14.587402,-9.399414
89,-0.035645,-0.559570,0.749023,-3.601074,-12.207031,-9.765625
90,-0.036621,-0.569336,0.731934,10.803223,-5.920410,-7.324219
91,-0.047363,-0.519531,0.747070,15.075684,-1.586914,-2.868652
92,-0.068848,-0.502930,0.810547,13.854980,1.464844,1.647949
93,-0.075195,-0.498047,0.871094,6.042480,-0.122070,4.272461
94,-0.066895,-0.485352,0.902344,-6.591797,-6.103516,6.286621
95,-0.067871,-0.487793,0.875977,-17.333984,-13.732910,7.019043
96,-0.016602,-0.514648,0.755371,-17.944336,-20.263672,4.333496
97,-0.006836,-0.528809,0.716797,-6.591797,-18.432617,3.601074
98,0.006348,-0.532715,0.738281,4.943848,-13.427734,1.892090
99,0.024414,-0.531250,0.796875,12.512207,-8.056641,0.366211
100,0.031738,-0.546875,0.895020,13.854980,2.441406,-0.549316
101,0.034180,-0.562988,0.938965,4.577637,4.577637,-1.281738
102,0.042480,-0.564941,0.928223,-7.995605,4.150391,-0.671387
103,0.026367,-0.581543,0.886230,-14.343262,3.784180,-0.244141
104,0.024414,-0.581055,0.837402,-11.352539,7.690430,2.258301
105,0.011719,-0.578125,0.845215,-10.742188,10.253906,4.577637
106,-0.004883,-0.563477,0.856934,-11.657715,12.023926,5.798340
107,-0.025391,-0.554688,0.860352,-9.582520,12.390137,6.591797
108,-0.051270,-0.562012,0.881836,-5.187988,10.437012,6.713867
109,-0.073242,-0.574707,0.897461,0.732422,5.371094,4.577637
110,-0.073242,-0.580566,0.889648,8.117676,0.671387,1.098633
111,-0.026855,-0.548340,0.876953,13.671875,-1.525879,-0.305176
112,-0.005859,-0.537109,0.890137,7.568359,0.244141,1.403809
113,0.000488,-0.553223,0.884277,-2.319336,1.281738,2.746582
114,-0.003418,-0.570312,0.855957,-9.338379,1.403809,2.441406
115,-0.006836,-0.559570,0.826660,-10.131836,0.732422,1.525879
116,-0.001953,-0.553711,0.786133,-7.141113,0.488281,-0.427246
117,0.001953,-0.540527,0.785156,-5.493164,2.441406,-1.586914
118,-0.008301,-0.549316,0.813477,-4.394531,3.112793,-2.441406
119,-0.023438,-0.562988,0.831055,-2.624512,0.976562,-4.577637
120,-0.030273,-0.563965,0.826660,0.000000,-1.525879,-6.286621
121,-0.024902,-0.555176,0.814941,3.112793,-2.319336,-6.103516
122,0.001465,-0.549316,0.818359,5.981445,0.183105,-2.380371
