order,ax,ay,az,gx,gy,gz
0,0.211914,-0.837402,0.940918,-19.042969,-47.363281,-21.057129
1,0.229492,-0.867188,0.977051,-28.747559,-81.542969,-43.334961
2,0.336426,-0.830566,0.832031,-37.780762,-84.838867,-45.898438
3,0.543945,-0.800293,0.557617,-34.973145,-80.261230,-39.245605
4,0.405762,-0.993164,0.649902,-17.211914,-45.532227,-44.799805
5,0.370117,-1.094727,0.785645,-34.423828,-35.156250,-62.133789
6,0.390625,-1.110840,0.856445,-61.767578,-32.165527,-77.453613
7,0.445801,-1.089844,0.835938,-84.838867,-33.508301,-77.026367
8,0.458984,-1.065918,0.756836,-89.477539,-40.039062,-62.683105
9,0.485840,-1.045898,0.857422,-79.589844,-48.889160,-44.860840
10,0.548340,-0.976562,0.919922,-67.077637,-70.983887,-25.634766
11,0.429688,-0.937988,0.690430,-33.447266,-86.486816,1.831055
12,0.428223,-0.912598,0.602539,-27.099609,-77.331543,2.563477
13,0.456055,-0.884766,0.500977,-22.094727,-47.668457,1.708984
14,0.466309,-0.849121,0.622559,-16.235352,-18.554688,4.821777
15,0.323730,-0.875977,0.789551,2.807617,-2.441406,-4.455566
16,0.283203,-0.800293,0.850586,2.136230,-6.835938,-13.488770
17,0.250000,-0.722656,0.894043,-7.812500,-16.235352,-18.310547
18,0.218262,-0.674316,0.934570,-24.902344,-31.311035,-19.348145
19,0.184570,-0.664551,0.957031,-62.316895,-78.247070,-22.094727
20,0.188477,-0.702148,0.856445,-72.021484,-103.515625,-27.587891
21,0.239258,-0.707031,0.759277,-77.209473,-124.084473,-33.874512
22,0.308594,-0.677246,0.682129,-84.472656,-135.131836,-38.146973
23,0.353516,-0.681641,0.660156,-100.646973,-133.728027,-38.696289
24,0.394531,-0.880371,0.829590,-161.010742,-135.742188,-52.001953
25,0.432129,-0.892578,0.704590,-189.270020,-139.343262,-64.147949
26,0.453613,-0.886230,0.492188,-203.063965,-131.042480,-70.617676
27,0.448730,-0.860840,0.371582,-195.495605,-114.257812,-68.298340
