order,ax,ay,az,gx,gy,gz
0,-0.129395,-0.744141,0.659668,15.625000,12.145996,8.300781
1,-0.174316,-0.777344,0.758301,28.686523,2.929688,7.019043
2,-0.166016,-0.794434,0.764648,33.142090,-4.638672,4.150391
3,-0.160645,-0.806152,0.736816,34.423828,-15.563965,-15.625000
4,-0.152344,-0.807617,0.680176,34.851074,-16.174316,-18.432617
5,-0.096191,-0.783203,0.677734,39.978027,-12.451172,-20.996094
6,-0.236328,-1.050781,0.591309,51.574707,-3.723145,-28.381348
7,-0.041016,-0.627441,0.748535,70.068359,2.441406,-40.527344
8,-0.064941,-0.665039,0.776367,73.059082,2.685547,-26.489258
9,-0.044434,-0.699219,0.780762,72.631836,2.075195,-21.789551
10,-0.017090,-0.694824,0.796875,64.819336,3.356934,-19.897461
11,-0.093262,-0.718750,0.889648,35.217285,13.549805,-18.371582
12,-0.181641,-0.768555,0.912598,20.507812,27.465820,-21.362305
13,-0.237305,-0.805176,0.981445,10.681152,45.410156,-22.338867
14,-0.255371,-0.905273,1.213379,20.629883,60.791016,-7.507324
15,-0.176270,-0.952148,1.296387,28.930664,56.213379,3.234863
16,-0.121582,-0.984863,1.274902,37.597656,49.438477,10.803223
17,-0.154785,-1.027832,1.167969,20.812988,50.048828,5.920410
18,-0.193848,-0.989746,1.119629,-3.295898,57.312012,-5.371094
19,-0.232422,-0.920410,1.077637,-27.038574,66.101074,-17.578125
20,-0.278809,-0.721191,0.972168,-48.156738,76.049805,-44.860840
21,-0.160156,-0.712402,0.805176,-27.526855,86.853027,-26.855469
22,-0.186035,-0.736816,0.818848,-12.878418,107.727051,-13.732910
23,-0.175293,-0.722168,0.819336,-22.766113,136.169434,-14.099121
24,-0.241699,-0.686035,0.803711,-69.519043,187.316895,-28.930664
25,-0.303223,-0.635254,0.799316,-74.951172,185.668945,-36.315918
26,-0.371094,-0.527832,0.746094,-40.710449,142.395020,-37.109375
27,-0.312012,-0.739746,0.866699,-34.240723,87.097168,-41.625977
28,-0.248535,-0.853516,0.639648,-27.954102,11.962891,-41.931152
29,-0.278809,-0.640137,0.669434,1.647949,-41.137695,-41.198730
30,-0.139648,-0.523926,0.548828,-75.622559,52.429199,-35.766602
31,-0.062012,-0.344727,0.283203,-129.272461,129.089355,-17.395020
32,-0.193848,-0.384766,0.366699,-116.943359,162.902832,-1.953125
33,-0.369141,-0.298340,0.824707,-98.754883,178.710938,18.310547
34,-0.438477,-0.520020,1.041992,-122.558594,144.226074,2.441406
35,-0.348145,-0.707031,0.648926,-143.005371,97.290039,-14.770508
36,-0.231934,-0.919922,0.549805,-140.686035,59.997559,-29.724121
37,-0.369141,-0.757812,0.550781,-130.004883,0.061035,-49.987793
38,-0.309082,-0.613770,0.432129,-125.915527,4.272461,-44.128418
39,-0.174316,-0.528809,0.300781,-109.436035,12.451172,-26.855469
40,-0.208984,-0.551270,0.316895,-74.584961,21.301270,-9.094238
41,-0.205566,-0.536133,0.272461,-69.946289,11.047363,-7.690430
42,-0.217773,-0.555176,0.194824,-68.664551,2.319336,-5.920410
43,-0.248047,-0.688965,0.130859,-80.139160,-11.352539,-6.408691
44,-0.210938,-0.693848,0.052734,-88.806152,-13.366699,-12.207031
45,-0.132324,-0.656738,-0.013184,-94.726562,-8.483887,-17.761230
46,-0.095215,-0.639648,-0.022461,-99.426270,2.624512,-19.775391
47,-0.166992,-0.721191,0.222656,-108.276367,11.108398,-26.062012
48,-0.216797,-0.804199,0.273926,-115.966797,2.929688,-30.517578
49,-0.227539,-0.865723,0.232910,-118.591309,-2.502441,-35.766602
50,-0.133301,-0.945801,0.132812,-102.111816,-1.464844,-36.987305
51,-0.145020,-0.952148,0.080566,-82.702637,-4.272461,-33.630371
52,-0.140137,-0.886230,0.059570,-62.316895,-6.713867,-32.958984
53,-0.111816,-0.822754,0.057129,-44.006348,-13.549805,-31.188965
54,-0.074707,-0.727539,0.039551,-36.804199,-15.136719,-30.944824
55,-0.131348,-0.642578,-0.104004,-31.494141,-11.535645,-19.348145
56,-0.172363,-0.660645,-0.113281,-26.611328,-5.798340,-3.540039
57,-0.028809,-0.801270,0.172363,-63.659668,-23.620605,36.682129
58,-0.128418,-0.893555,-0.022461,-81.542969,-31.799316,51.757812
59,-0.213379,-1.025391,-0.047852,-77.819824,-28.198242,49.682617
60,-0.405273,-1.079102,-0.095215,-42.602539,-22.583008,16.174316
61,-0.434082,-1.007324,0.064941,-12.145996,-27.954102,12.084961
62,-0.400391,-0.939453,0.095215,7.751465,-41.259766,13.732910
63,-0.464844,-0.997070,-0.119629,37.536621,-56.518555,20.690918
64,-0.467773,-1.061523,-0.128906,31.066895,-44.982910,12.084961
65,-0.296875,-1.091797,-0.103516,-3.234863,-30.029297,3.173828
66,-0.152832,-1.046875,-0.187988,-69.213867,32.165527,-24.047852
67,-0.183594,-0.990723,-0.049805,-98.754883,65.307617,-28.198242
68,-0.264160,-1.012695,0.065918,-119.262695,88.012695,-32.226562
69,-0.291016,-1.033691,0.223633,-128.295898,97.290039,-38.879395
70,-0.284180,-1.080566,0.240234,-117.126465,69.824219,-45.104980
71,-0.292480,-1.070801,0.199219,-89.355469,46.447754,-45.959473
72,-0.345215,-0.980957,0.225098,-47.424316,-10.498047,-39.123535
73,-0.328613,-0.941406,0.298828,-51.452637,-38.452148,-33.203125
74,-0.319336,-1.001465,0.409180,-69.702148,-66.162109,-35.339355
75,-0.309570,-1.032715,0.282715,-103.698730,-127.807617,-70.678711
76,-0.342773,-1.107910,0.271973,-116.210938,-151.550293,-92.163086
77,-0.396973,-1.226562,0.346680,-138.610840,-175.231934,-125.183105
78,-0.375000,-1.129395,-0.317871,-188.476562,-160.095215,-170.227051
79,-0.367188,-1.151367,-0.698730,-194.458008,-117.187500,-199.890137
80,-0.245605,-0.945801,-0.809570,-185.546875,-60.729980,-218.444824
81,0.068848,-0.500977,-0.546387,-157.348633,16.174316,-177.246094
82,0.050293,-0.622070,-0.423340,-138.000488,24.353027,-143.859863
83,-0.017090,-0.737305,-0.215820,-118.774414,7.873535,-120.849609
84,-0.021973,-0.812988,-0.039551,-108.581543,-27.221680,-106.445312
85,0.086426,-0.955078,-0.296875,-94.055176,-95.947266,-97.839355
86,0.120117,-0.990234,-0.618164,-68.176270,-94.909668,-100.463867
87,0.139160,-0.969238,-0.646484,-37.292480,-79.040527,-100.830078
88,0.163574,-0.828125,-0.557617,-13.793945,-57.312012,-94.055176
89,0.181152,-0.768555,-0.545410,-39.245605,-38.391113,-89.111328
90,0.197754,-0.726562,-0.496582,-73.974609,-19.165039,-85.937500
91,0.232910,-0.682129,-0.520996,-137.573242,10.864258,-83.190918
92,0.229004,-0.705078,-0.519043,-158.874512,17.028809,-82.763672
93,0.205566,-0.734375,-0.529297,-171.020508,16.967773,-83.679199
94,0.159180,-0.724121,-0.435059,-181.701660,-1.586914,-86.181641
95,0.171387,-0.716797,-0.468262,-183.898926,-21.606445,-85.266113
96,0.188965,-0.751465,-0.641113,-168.640137,-37.048340,-86.914062
97,0.178223,-0.764648,-0.720703,-143.920898,-45.959473,-91.857910
98,0.176270,-0.636230,-0.657227,-97.534180,-58.532715,-103.088379
99,0.155273,-0.579590,-0.634277,-77.697754,-67.810059,-107.055664
100,0.181641,-0.559570,-0.601074,-67.687988,-77.697754,-110.046387
101,0.216309,-0.610840,-0.591797,-102.783203,-79.101562,-108.276367
102,0.302246,-0.556152,-0.704102,-130.126953,-72.692871,-98.510742
103,0.323730,-0.480469,-0.783691,-144.714355,-66.589355,-83.007812
104,0.254395,-0.442383,-0.851074,-123.718262,-54.931641,-51.147461
105,0.270020,-0.452148,-0.771484,-123.718262,-47.912598,-37.353516
106,0.318359,-0.392090,-0.736816,-148.559570,-38.818359,-20.690918
107,0.340332,-0.207520,-0.830566,-216.918945,-22.277832,30.212402
108,0.344727,-0.126465,-0.964355,-219.543457,-20.507812,64.147949
109,0.293457,-0.128906,-1.059570,-195.983887,-19.775391,98.999023
