order,ax,ay,az,gx,gy,gz
0,0.138184,-0.326172,0.895020,0.183105,-6.713867,2.624512
1,0.132324,-0.307129,0.902344,14.709473,-1.708984,3.112793
2,0.121094,-0.293457,0.919434,16.357422,-2.197266,4.150391
3,0.089355,-0.291016,0.919922,13.183594,-0.183105,4.699707
4,0.086914,-0.292969,0.937988,14.404297,1.403809,4.333496
5,0.087891,-0.294922,0.977539,11.901855,1.098633,3.295898
6,0.111328,-0.283691,0.978516,6.103516,2.441406,2.929688
7,0.103516,-0.306641,0.958496,-2.258301,9.521484,2.380371
8,0.085449,-0.297852,0.951660,0.366211,11.840820,0.305176
9,0.054199,-0.270996,0.960449,4.699707,12.329102,-0.183105
10,0.032227,-0.255859,0.988281,4.699707,9.826660,-1.403809
11,0.062500,-0.258789,0.993164,-2.807617,8.178711,-0.122070
12,0.074219,-0.261719,0.971680,-11.901855,8.544922,2.990723
13,0.043457,-0.325195,0.946777,-9.887695,10.314941,5.981445
14,0.045410,-0.315918,0.989258,-5.859375,10.070801,4.333496
15,0.029785,-0.291992,1.011719,-8.972168,6.164551,3.723145
16,0.021973,-0.332520,0.999023,-12.329102,2.746582,2.868652
17,0.030273,-0.346191,0.956055,-10.253906,-0.915527,-0.061035
18,0.083008,-0.315918,0.940918,2.563477,-3.479004,-2.807617
19,0.096680,-0.313477,0.929688,8.605957,-1.647949,-3.845215
20,0.090332,-0.298340,0.943359,12.695312,0.915527,-3.601074
21,0.079102,-0.280273,0.971680,12.390137,3.540039,-2.441406
22,0.053711,-0.267578,0.984375,6.103516,7.324219,-0.366211
23,0.042480,-0.267578,1.001953,2.502441,7.080078,0.854492
24,0.031738,-0.281250,1.010254,-1.953125,4.272461,1.892090
25,0.027344,-0.290527,0.984375,-6.896973,1.098633,1.464844
26,0.042969,-0.290039,0.943848,-13.854980,-4.028320,0.122070
27,0.023438,-0.271484,0.960938,-13.427734,-5.126953,0.244141
28,0.036621,-0.270508,0.940918,-15.197754,-6.713867,-0.488281
29,0.096191,-0.297852,0.872559,-10.559082,-0.244141,3.112793
30,0.100586,-0.308105,0.888672,-10.009766,5.493164,3.662109
31,0.083008,-0.317383,0.912109,-12.207031,10.559082,3.051758
32,0.082031,-0.301270,0.962891,-13.793945,13.305664,1.892090
33,0.044434,-0.284668,0.920898,-2.441406,12.023926,3.051758
34,0.044434,-0.262695,0.779297,28.991699,17.333984,9.399414
35,-0.015137,-0.296387,0.740723,34.484863,31.677246,14.404297
36,-0.062012,-0.322266,0.703125,36.804199,47.058105,13.610840
37,-0.019531,-0.272461,0.690918,83.679199,78.125000,1.464844
38,0.020508,-0.235840,0.864746,110.168457,75.439453,6.042480
39,-0.048828,-0.237793,1.057617,113.525391,60.180664,15.502930
40,-0.144531,-0.233887,1.217285,95.581055,36.865234,18.005371
41,-0.159668,-0.156250,1.242676,24.230957,-12.634277,18.005371
42,-0.082031,-0.132812,1.179688,-4.577637,-32.287598,16.845703
43,-0.041992,-0.165527,1.056641,-23.315430,-47.058105,14.038086
44,-0.006836,-0.136230,0.877930,-26.794434,-54.138184,11.962891
45,0.034668,-0.146484,0.807129,-4.943848,-47.668457,18.066406
46,0.057129,-0.202148,0.847168,20.141602,-36.987305,21.911621
47,0.068848,-0.256836,0.944824,37.963867,-29.479980,20.874023
48,0.054199,-0.247070,1.008789,45.166016,-24.902344,17.578125
49,0.050781,-0.113281,0.983887,36.132812,-16.052246,15.563965
50,0.041992,-0.077148,0.992188,34.423828,-2.868652,26.611328
51,0.036621,-0.079102,0.979004,26.916504,7.690430,34.423828
52,0.056641,-0.080566,0.980469,20.507812,17.761230,41.137695
53,0.142578,0.094238,1.026367,26.367188,14.587402,59.387207
54,0.136719,0.092773,0.966797,53.771973,7.934570,75.805664
55,0.169922,0.073242,0.825195,96.130371,9.948730,86.608887
56,0.187988,0.105469,0.843262,140.441895,17.578125,96.801758
57,0.111816,0.102539,0.985840,214.843750,17.700195,123.107910
58,0.022461,0.083496,1.145020,224.975586,19.348145,139.038086
59,-0.081543,0.143555,1.359863,181.762695,23.498535,158.020020
60,-0.065918,0.253906,1.435547,148.986816,13.000488,170.776367
61,-0.020508,0.319336,1.397461,120.849609,-5.859375,188.598633
62,-0.014648,0.310059,1.246094,107.604980,-24.353027,211.120605
63,-0.163574,0.149902,0.892578,103.881836,-8.850098,230.224609
64,-0.244629,0.041992,0.788574,111.267090,17.395020,217.956543
65,-0.285645,-0.016602,0.710938,124.511719,50.109863,188.964844
66,-0.178223,0.046875,0.875000,155.151367,95.642090,129.760742
67,-0.138672,0.088867,1.049805,156.738281,91.613770,111.755371
68,-0.105957,0.187988,1.197266,131.958008,78.125000,100.891113
69,0.056152,0.440430,0.994141,94.360352,75.561523,102.539062
70,0.046875,0.573730,0.905762,69.519043,79.956055,134.216309
71,0.000000,0.541016,1.014648,57.983398,85.510254,145.019531
72,-0.048828,0.526855,1.299316,49.438477,66.772461,149.719238
73,-0.106445,0.426270,1.108398,48.889160,44.372559,144.714355
74,0.018555,0.548340,0.939941,75.988770,30.517578,122.741699
75,0.061035,0.523926,0.824219,103.149414,21.484375,112.182617
76,0.053223,0.467773,0.751465,127.075195,21.606445,95.275879
77,0.078613,0.526367,0.765137,140.869141,29.602051,79.895020
78,0.096191,0.749512,0.888184,148.010254,46.081543,98.266602
79,0.130859,0.867188,0.990723,141.967773,47.180176,129.638672
80,0.066895,0.884277,1.047852,126.464844,43.151855,168.762207
81,-0.016113,0.847168,1.046875,100.402832,39.001465,202.148438
82,-0.054688,0.795410,0.922363,33.386230,47.119141,240.905762
83,0.006836,0.829590,0.901855,6.652832,53.222656,257.568359
84,0.080078,0.794434,0.874512,-8.239746,54.260254,274.414062
85,0.161133,0.654785,0.782227,1.342773,46.813965,296.508789
86,0.146484,0.561523,0.759277,18.676758,43.701172,297.119141
87,0.111816,0.472656,0.694824,36.376953,43.640137,290.100098
88,0.026855,0.386230,0.642090,62.805176,57.189941,261.779785
89,-0.014160,0.399414,0.587402,68.542480,71.655273,247.253418
90,0.013672,0.440430,0.722168,59.692383,90.881348,234.436035
91,0.009766,0.493164,0.729004,46.508789,104.431152,223.632812
92,-0.152344,0.298340,0.699707,60.913086,114.624023,180.175781
93,-0.267090,0.246094,0.801270,74.768066,115.295410,124.633789
94,-0.318359,0.425781,1.080566,49.743652,111.267090,-12.695312
95,-0.143555,0.613281,1.029297,15.075684,106.628418,-54.992676
96,0.033691,0.799316,1.014648,-13.549805,102.172852,-59.692383
97,0.077637,0.845703,0.953613,-41.137695,66.894531,-10.498047
98,-0.000488,0.635742,1.101562,-55.053711,32.775879,11.718750
99,-0.002441,0.527832,1.027344,-70.739746,-0.244141,23.925781
100,0.053711,0.427734,0.897461,-88.745117,-17.456055,24.902344
101,0.179688,0.178711,0.859375,-91.491699,28.137207,-35.644531
102,0.306152,0.218750,0.837891,-108.520508,63.293457,-78.857422
